,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anisotropy Calculations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Mineralogist: June 2018 Deposit AM-18-66285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUFFY: SINGLE-CRYSTAL ELASTIC PROPERTIES OF CUBIC MINERALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Composition,Group,Structure/SG,C1,NS,r,11,44,12,K,GR,GV,G,GHS1,GHS2,GHSA,K/G,nVRH,EVRH,VP,VB,VS,VP/VS,C12/C11,C44/C11,AZ,AU,AL,AG,,n_110,n_001,,S11,S12,S44
Silicates,,,,,,g/cm3,GPa,GPa,GPa,GPa,GPa,GPa,GPa,GPa,GPa,GPa,-,-,GPa,km/s,km/s,km/s,-,-,-,-,-,-,%,,-,-,,GPa-1,GPa-1,GPa-1
Halides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frankdicksonite,BaF2,Dihalide,"Fluorite, Fm-3m",7,3.AB,4.886,91.1,25.3,41.0,57.700,25.199,25.200,25.200,25.200,25.200,25.200,2.290,0.309,65.992,4.323,3.436,2.271,1.903,0.450,0.278,1.0100,0.0001,0.0001,0.001,,0.306,0.312,,0.0152,-0.0047,0.0395
CdF2,CdF2,Dihalide,"Fluorite, Fm-3m",7,11,6.386,182.7,21.75,66.74,105.393,28.998,36.242,32.620,33.246,31.794,32.520,3.231,0.360,88.708,4.829,4.062,2.260,2.136,0.365,0.119,0.3751,1.2491,0.4986,11.104,,0.644,0.130,,0.0068,-0.0018,0.0460
Fluorite,CaF2,Dihalide,"Fluorite, Fm-3m",7,3.AB,3.181,164.6,33.8,44.4,84.467,40.972,44.320,42.646,42.815,42.428,42.622,1.981,0.284,109.508,6.665,5.153,3.661,1.820,0.270,0.205,0.5624,0.4086,0.1756,3.926,,0.465,0.144,,0.0069,-0.0015,0.0296
Strontiofluorite,SrF2,Dihalide,"Fluorite, Fm-3m",7,3.AB,4.278,124,31.8,44,70.667,34.641,35.080,34.860,34.876,34.855,34.866,2.027,0.288,89.812,5.233,4.064,2.855,1.833,0.355,0.256,0.7950,0.0634,0.0282,0.630,,0.365,0.225,,0.0099,-0.0026,0.0314
Fluorocronite,PbF2,Dihalide,"Fluorite, Fm-3m",7,3,7.75,95.6,20.9,46.3,62.733,22.254,22.400,22.327,22.334,22.329,22.331,2.810,0.341,59.878,3.455,2.845,1.697,2.035,0.484,0.219,0.8479,0.0328,0.0146,0.326,,0.398,0.292,,0.0153,-0.0050,0.0478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parascandolaite,KMgF3,Complex Halide,"Perovskite, Pm-3m",7,3.AA,3.151,136,49.4,42,73.333,48.411,48.440,48.426,48.426,48.426,48.426,1.514,0.229,119.068,6.615,4.824,3.920,1.688,0.309,0.363,1.0511,0.0030,0.0013,0.030,,0.212,0.243,,0.0086,-0.0020,0.0202
KMnF3,KMnF3,Complex Halide,"Perovskite, Pm-3m",7,3,3.392,112.81,26.99,37.61,62.677,30.424,31.234,30.829,30.862,30.808,30.835,2.033,0.289,79.459,5.531,4.299,3.015,1.835,0.333,0.239,0.7178,0.1331,0.0588,1.314,,0.398,0.201,,0.0106,-0.0027,0.0371
KNiF3,KNiF3,Complex Halide,"Perovskite, Pm-3m",7,3,3.98,158,40.3,48.5,85.067,45.084,46.120,45.602,45.639,45.574,45.607,1.865,0.273,116.066,6.054,4.623,3.385,1.789,0.307,0.255,0.7347,0.1149,0.0508,1.136,,0.374,0.192,,0.0074,-0.0017,0.0248
KZnF3,KZnF3,Complex Halide,"Perovskite, Pm-3m",7,3,4.02,134.5,38.2,53.0,80.167,39.181,39.220,39.200,39.201,39.201,39.201,2.045,0.290,101.119,5.741,4.467,3.123,1.838,0.394,0.284,0.9374,0.0050,0.0022,0.050,,0.312,0.271,,0.0096,-0.0027,0.0262
RbCdF3,RbCdF3,Complex Halide,"Perovskite, Pm-3m",7,3,4.97,109.6,20.4,37.3,61.400,24.706,26.700,25.703,25.822,25.591,25.706,2.389,0.316,67.666,4.387,3.515,2.274,1.929,0.340,0.186,0.5643,0.4036,0.1736,3.880,,0.497,0.171,,0.0110,-0.0028,0.0490
RbCaF3,RbCaF3,Complex Halide,"Perovskite, Pm-3m",7,3,3.43,102,21.5,24.5,50.333,26.158,28.400,27.279,27.386,27.121,27.253,1.845,0.270,69.315,5.028,3.831,2.820,1.783,0.240,0.211,0.5548,0.4286,0.1839,4.110,,0.455,0.131,,0.0108,-0.0021,0.0465
RbCoF3,RbCoF3,Complex Halide,"Perovskite, Pm-3m",7,3,4.76,129.6,41.5,55.4,80.133,39.620,39.740,39.680,39.682,39.684,39.683,2.019,0.287,102.176,5.287,4.103,2.887,1.831,0.427,0.320,1.1186,0.0151,0.0067,0.151,,0.248,0.322,,0.0104,-0.0031,0.0241
RbMnF3,RbMnF3,Complex Halide,"Perovskite, Pm-3m",7,3,4.27,116.5,32,42,66.833,33.912,34.100,34.006,34.011,34.006,34.009,1.965,0.282,87.224,5.125,3.956,2.822,1.816,0.361,0.275,0.8591,0.0277,0.0124,0.277,,0.334,0.240,,0.0106,-0.0028,0.0313
TlCdF3,TlCdF3,Complex Halide,"Perovskite, Pm-3m",7,3,7.301,102.8,17.7,38.5,59.933,21.580,23.480,22.530,22.655,22.424,22.539,2.660,0.333,60.063,3.510,2.865,1.757,1.998,0.375,0.172,0.5505,0.4403,0.1887,4.217,,0.521,0.179,,0.0122,-0.0033,0.0565
TlMnCl3,TlMnCl3,Complex Halide,"Perovskite, Pm-3m",7,3,6.84,44.8,16.1,28.3,33.800,11.662,12.960,12.311,12.272,12.450,12.361,2.746,0.338,32.934,2.709,2.223,1.342,2.020,0.632,0.359,1.9515,0.5567,0.2361,5.274,,0.074,0.585,,0.0437,-0.0169,0.0621
CsCdF3,CsCdF3,Complex Halide,"Perovskite, Pm-3m",7,3,5.62,107.8,25.0,40.5,62.933,27.865,28.460,28.163,28.189,28.153,28.171,2.235,0.305,73.521,4.228,3.346,2.239,1.889,0.376,0.232,0.7429,0.1067,0.0472,1.056,,0.404,0.224,,0.0117,-0.0032,0.0400
LiBaF3,LiBaF3,Complex Halide,"Perovskite, Pm-3m",7,3,5.24,130,48.7,46.4,74.267,45.684,45.940,45.812,45.811,45.819,45.815,1.621,0.244,113.996,5.082,3.765,2.957,1.719,0.357,0.375,1.1651,0.0281,0.0125,0.280,,0.191,0.289,,0.0095,-0.0025,0.0205
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griceite,LiF,Monohalide,"Rocksalt, Fm-3m",7,3.AA,2.640,113.1,63.2,46.7,68.833,46.421,51.200,48.811,48.547,49.160,48.854,1.410,0.213,118.437,7.122,5.106,4.300,1.656,0.413,0.559,1.9036,0.5147,0.2191,4.895,,-0.021,0.422,,0.0117,-0.0034,0.0158
LiCl,LiCl,Monohalide,"Rocksalt, Fm-3m",7,3,2.068,49.3,24.9,22.7,31.567,18.460,20.260,19.360,19.276,19.502,19.389,1.631,0.245,48.222,5.268,3.907,3.060,1.722,0.460,0.505,1.8722,0.4876,0.2081,4.649,,0.013,0.455,,0.0286,-0.0090,0.0402
LiBr,LiBr,Monohalide,"Rocksalt, Fm-3m",7,3,3.464,39.4,19.1,18.9,25.733,14.197,15.560,14.878,14.819,14.989,14.904,1.730,0.258,37.423,3.627,2.726,2.072,1.750,0.480,0.485,1.8634,0.4801,0.2050,4.581,,0.025,0.468,,0.0368,-0.0119,0.0524
LiI,LiI,Monohalide,"Rocksalt, Fm-3m",7,3,4.061,29.1,14.1,14.2,19.167,10.390,11.440,10.915,10.868,11.003,10.936,1.756,0.261,27.521,2.882,2.172,1.639,1.758,0.488,0.485,1.8926,0.5052,0.2152,4.809,,0.022,0.477,,0.0505,-0.0166,0.0709
Villiaumite,NaF,Monohalide,"Rocksalt, Fm-3m",7,3.AA,2.78,97.0,28.1,24.2,48.467,30.920,31.420,31.170,31.182,31.156,31.169,1.555,0.235,77.003,5.691,4.175,3.348,1.699,0.249,0.290,0.7720,0.0808,0.0359,0.802,,0.320,0.170,,0.0115,-0.0023,0.0356
Halite,NaCl,Monohalide,"Rocksalt, Fm-3m",7,3.AA,2.165,49.2,12.8,12.9,25.000,14.511,14.940,14.725,14.740,14.710,14.725,1.698,0.254,36.926,4.541,3.398,2.608,1.741,0.262,0.260,0.7052,0.1478,0.0652,1.457,,0.367,0.166,,0.0228,-0.0047,0.0781
NaBr,NaBr,Monohalide,"Rocksalt, Fm-3m",7,3,3.203,40.2,10.0,10.7,20.533,11.479,11.900,11.689,11.705,11.672,11.688,1.757,0.261,29.475,3.358,2.532,1.910,1.758,0.266,0.249,0.6780,0.1836,0.0806,1.803,,0.387,0.163,,0.0280,-0.0059,0.1000
NaI,NaI,Monohalide,"Rocksalt, Fm-3m",7,3,3.667,30.2,7.3,9.0,16.067,8.338,8.620,8.479,8.490,8.469,8.480,1.895,0.276,21.632,2.732,2.093,1.521,1.797,0.298,0.242,0.6887,0.1689,0.0743,1.661,,0.397,0.180,,0.0384,-0.0088,0.1370
Carobbiite,KF,Monohalide,"Rocksalt, Fm-3m",7,3.AA,2.481,65.2,12.6,15.0,31.733,15.734,17.600,16.667,16.765,16.508,16.637,1.904,0.277,42.552,4.663,3.576,2.592,1.799,0.230,0.193,0.5020,0.5929,0.2506,5.597,,0.488,0.118,,0.0168,-0.0031,0.0794
Sylvite,KCl,Monohalide,"Rocksalt, Fm-3m",7,3.AA,1.984,40.6,6.3,7.0,18.200,8.400,10.500,9.450,9.579,9.171,9.375,1.926,0.279,24.167,3.940,3.029,2.182,1.805,0.172,0.155,0.3750,1.2500,0.4990,11.111,,0.564,0.075,,0.0259,-0.0038,0.1587
KBr,KBr,Monohalide,"Rocksalt, Fm-3m",7,3,2.75,34.6,5.1,5.7,15.333,6.881,8.840,7.860,7.984,7.581,7.783,1.951,0.281,20.140,3.064,2.361,1.691,1.812,0.165,0.147,0.3529,1.4235,0.5602,12.461,,0.580,0.069,,0.0303,-0.0043,0.1961
KI,KI,Monohalide,"Rocksalt, Fm-3m",7,3,3.128,27.4,3.7,4.4,12.067,5.078,6.820,5.949,6.065,5.675,5.870,2.028,0.288,15.328,2.529,1.964,1.379,1.834,0.161,0.135,0.3217,1.7158,0.6597,14.645,,0.608,0.063,,0.0382,-0.0053,0.2703
RbF,RbF,Monohalide,"Rocksalt, Fm-3m",7,3,3.557,55.2,9.2,14.5,28.067,11.782,13.660,12.721,12.840,12.541,12.690,2.206,0.303,33.154,3.558,2.809,1.891,1.881,0.263,0.167,0.4521,0.7969,0.3307,7.380,,0.543,0.120,,0.0203,-0.0042,0.1087
RbCl,RbCl,Monohalide,"Rocksalt, Fm-3m",7,3,2.76,36.3,4.7,6.2,16.202,6.485,8.849,7.667,7.831,7.288,7.559,2.113,0.296,19.868,3.094,2.423,1.667,1.856,0.170,0.129,0.3118,1.8227,0.6950,15.417,,0.622,0.064,,0.0290,-0.0042,0.2128
RbBr,RbBr,Monohalide,"Rocksalt, Fm-3m",7,3,3.35,31.0,3.8,4.9,13.600,5.304,7.500,6.402,6.557,6.024,6.291,2.124,0.297,16.601,2.571,2.015,1.382,1.859,0.158,0.123,0.2912,2.0705,0.7748,17.153,,0.638,0.057,,0.0337,-0.0046,0.2632
RbI,RbI,Monohalide,"Rocksalt, Fm-3m",7,3,3.55,25.7,2.8,3.7,11.033,3.990,6.080,5.035,5.189,4.631,4.910,2.191,0.302,13.110,2.236,1.763,1.191,1.877,0.144,0.109,0.2545,2.6197,0.9421,20.759,,0.670,0.048,,0.0404,-0.0051,0.3571
CsF,CsF,Monohalide,"Rocksalt, Fm-3m",7,3,4.115,45.3,7.7,15.4,25.367,9.553,10.600,10.077,10.145,10.004,10.075,2.517,0.325,26.695,3.071,2.483,1.565,1.962,0.340,0.170,0.5151,0.5479,0.2325,5.195,,0.531,0.160,,0.0267,-0.0068,0.1299
Chlorargyrite,AgCl,Monohalide,"Rocksalt, Fm-3m",7,3.AA,5.56,59.6,6.22,36.1,43.933,7.663,8.432,8.047,8.123,8.018,8.070,5.459,0.414,22.753,3.136,2.811,1.203,2.606,0.606,0.104,0.5294,0.5021,0.2140,4.781,,0.614,0.234,,0.0309,-0.0117,0.1608
Bromaargyrite,AgBr,Monohalide,"Rocksalt, Fm-3m",7,3.AA,6.48,56.3,7.26,32.8,40.633,8.570,9.056,8.813,8.854,8.805,8.829,4.611,0.399,24.656,2.843,2.504,1.166,2.438,0.583,0.129,0.6179,0.2836,0.1234,2.758,,0.556,0.259,,0.0311,-0.0114,0.1377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CsCl,CsCl,Monohalide,"CsCl, Pm-3m",7,3,3.988,36.6,7.9,8.7,18.000,9.558,10.320,9.939,9.974,9.887,9.931,1.811,0.267,25.182,2.799,2.125,1.579,1.773,0.238,0.216,0.5663,0.3986,0.1715,3.833,,0.445,0.132,,0.0301,-0.0058,0.1266
CsBr,CsBr,Monohalide,"CsCl, Pm-3m",7,3,4.44,30.7,7.5,8.2,15.700,8.654,9.000,8.827,8.840,8.812,8.826,1.779,0.263,22.301,2.487,1.880,1.410,1.764,0.267,0.244,0.6667,0.2000,0.0877,1.961,,0.394,0.162,,0.0367,-0.0077,0.1333
CsI,CsI,Monohalide,"CsCl, Pm-3m",7,3,4.50,24.5,6.3,6.6,12.567,7.146,7.360,7.253,7.260,7.245,7.253,1.733,0.258,18.249,2.223,1.671,1.270,1.751,0.269,0.257,0.7039,0.1495,0.0659,1.473,,0.372,0.169,,0.0461,-0.0098,0.1587
Salammoniac,NH4Cl,Monohalide,"CsCl, Pm-3m",7,3.AA,1.53,38.1,8.63,9.37,18.947,10.270,10.924,10.597,10.625,10.558,10.592,1.788,0.264,26.795,4.650,3.519,2.632,1.767,0.246,0.227,0.6008,0.3184,0.1380,3.085,,0.426,0.141,,0.0291,-0.0057,0.1159
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nantokite,CuCl,Monohalide,"Sphalerite, F-43m",7,3.AA,4.145,45.4,13.6,36.3,39.333,7.574,9.980,8.777,8.604,9.159,8.881,4.481,0.396,24.508,3.509,3.080,1.455,2.411,0.800,0.300,2.9890,1.5883,0.6168,13.706,,-0.070,0.855,,0.0761,-0.0338,0.0735
CuBr,CuBr,Monohalide,"Sphalerite, F-43m",7,3,4.71,45.8,13.9,35.4,38.867,8.327,10.420,9.374,9.253,9.685,9.469,4.146,0.388,26.028,3.302,2.873,1.411,2.341,0.773,0.303,2.6731,1.2566,0.5013,11.163,,-0.024,0.792,,0.0670,-0.0292,0.0719
Marshite,CuI,Monohalide,"Sphalerite, F-43m",7,3.AA,5.67,45.1,18.2,30.7,35.500,11.297,13.800,12.548,12.395,12.870,12.632,2.829,0.342,33.677,3.035,2.502,1.488,2.040,0.681,0.404,2.5278,1.1081,0.4476,9.975,,-0.034,0.704,,0.0494,-0.0200,0.0549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulfides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galena,PbS,Monosulfide,"Rocksalt, Fm-3m",7,2.CD,7.597,127,23.0,24.4,58.600,29.512,34.320,31.916,32.178,31.410,31.794,1.836,0.270,81.036,3.649,2.777,2.050,1.780,0.192,0.181,0.4483,0.8145,0.3375,7.532,,0.511,0.094,,0.0084,-0.0014,0.0435
Oldhamite,CaS,Monosulfide,"Rocksalt, Fm-3m",7,2.CD,2.61,122.6,33.1,22.0,55.533,38.345,39.980,39.162,39.207,39.071,39.139,1.418,0.215,95.126,6.425,4.613,3.874,1.659,0.179,0.270,0.6581,0.2132,0.0934,2.088,,0.347,0.117,,0.0086,-0.0013,0.0302
Niningerite,MgS,Monosulfide,"Rocksalt, Fm-3m",7,2.CD,2.68,86.5,50.0,57.6,67.233,25.201,35.780,30.490,29.289,31.929,30.609,2.205,0.303,79.459,6.345,5.009,3.373,1.881,0.666,0.578,3.4602,2.0990,0.7838,17.349,,-0.195,0.796,,0.0247,-0.0099,0.0200
Alabandite,MnS,Monosulfide,"Rocksalt, Fm-3m",7,2.CD,3.99,137.7,50.6,48.3,78.100,48.062,48.240,48.151,48.151,48.156,48.154,1.622,0.244,119.828,5.972,4.424,3.474,1.719,0.351,0.367,1.1320,0.0185,0.0082,0.184,,0.201,0.280,,0.0089,-0.0023,0.0198
Altaite,PbTe,Monotelluride,"Rocksalt, Fm-3m",7,2.CD,8.19,107,13.2,8,41.000,18.679,27.720,23.200,23.770,21.454,22.612,1.767,0.262,58.555,2.964,2.237,1.683,1.761,0.075,0.123,0.2667,2.4200,0.8827,19.485,,0.623,0.028,,0.0094,-0.0007,0.0758
Clausthalite,PbSe,Monoselenide,"Rocksalt, Fm-3m",7,2.CD,8.15,120.75,15.7,16.6,51.317,21.788,30.250,26.019,26.582,24.590,25.586,1.972,0.283,66.771,3.249,2.509,1.787,1.818,0.137,0.130,0.3015,1.9420,0.7338,16.262,,0.618,0.053,,0.0086,-0.0010,0.0637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphalerite,ZnS,Monosulfide,"Sphalerite, F-43m",7,2.CB,4.088,102,44.6,64.6,77.067,28.700,34.240,31.470,31.145,32.122,31.634,2.449,0.320,83.099,5.396,4.342,2.775,1.945,0.633,0.437,2.3850,0.9652,0.3947,8.802,,-0.025,0.649,,0.0193,-0.0075,0.0224
Metacinnabar,b-(Hg0.98Fe0.02)S,Monosulfide,"Sphalerite, F-43m",7,2.CB,7.6,67.5,24.2,51.86,57.073,13.168,17.648,15.408,15.041,16.093,15.567,3.704,0.376,42.407,3.196,2.740,1.424,2.244,0.768,0.359,3.0946,1.7013,0.6549,14.540,,-0.099,0.844,,0.0446,-0.0194,0.0413
Coloradoite,HgTe,Monotelluride,"Sphalerite, F-43m",7,2.CB,8.1,53.2,20.8,36.8,42.267,12.882,15.760,14.321,14.148,14.697,14.422,2.951,0.348,38.603,2.752,2.284,1.330,2.070,0.692,0.391,2.5366,1.1170,0.4509,10.048,,-0.031,0.713,,0.0433,-0.0177,0.0481
Tiemannite,HgSe,Monoselenide,"Sphalerite, F-43m",7,2.CB,8.237,60.8,22.3,44.6,50.000,13.108,16.620,14.864,14.627,15.362,14.994,3.364,0.365,40.572,2.911,2.464,1.343,2.167,0.734,0.367,2.7531,1.3396,0.5308,11.813,,-0.055,0.774,,0.0434,-0.0184,0.0448
Stilleite,ZnSe,Monoselenide,"Sphalerite, F-43m",7,2.CB,5.27,86.4,40.2,51.5,63.133,26.421,31.100,28.761,28.488,29.276,28.882,2.195,0.302,74.907,4.388,3.461,2.336,1.878,0.596,0.465,2.3037,0.8854,0.3645,8.134,,-0.025,0.611,,0.0209,-0.0078,0.0249
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyrite,FeS2,Disulfide,"Pyrite, Pa-3",7,2.EB,5.010,366,106,35.0,145.333,123.804,129.800,126.802,126.911,126.378,126.645,1.146,0.162,294.699,7.922,5.386,5.031,1.575,0.096,0.290,0.6405,0.2422,0.1058,2.364,,0.301,0.067,,0.0028,-0.0002,0.0094
Hauerite,MnS2,Disulfide,"Pyrite, Pa-3",7,2.EB,3.502,111.6,36.2,38.6,62.933,36.319,36.320,36.320,36.320,36.320,36.320,1.733,0.258,91.380,5.639,4.239,3.220,1.751,0.346,0.324,0.9918,0.0001,0.0000,0.001,,0.261,0.256,,0.0109,-0.0028,0.0276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greigite,Fe3S4,Complex Sulfide,"Spinel, Fd-3m",7,2.DA,4.08,104.7,39.0,41.8,62.767,35.583,35.980,35.782,35.780,35.797,35.789,1.754,0.260,90.204,5.204,3.922,2.961,1.757,0.399,0.372,1.2401,0.0558,0.0248,0.555,,0.184,0.326,,0.0124,-0.0035,0.0256
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrobarite,Ba(NO3)2,Nitrate,"Pyrite, Pa-3",7,5.NA,3.25,29.3,12.8,20.6,23.500,7.203,9.420,8.312,8.129,8.618,8.374,2.827,0.342,22.305,3.262,2.689,1.599,2.040,0.703,0.437,2.9425,1.5388,0.6000,13.336,,-0.100,0.774,,0.0814,-0.0336,0.0781
strontium nitrate,Sr(NO3)2,Nitrate,"Pyrite, Pa-3",7,5,2.99,42.88,15.8,29.5,33.960,10.229,12.156,11.192,11.096,11.437,11.266,3.034,0.352,30.253,4.043,3.370,1.935,2.090,0.688,0.368,2.3617,0.9422,0.3860,8.611,,0.003,0.686,,0.0531,-0.0216,0.0633
lead nitrate,Pb(NO3)2,Nitrate,"Pyrite, Pa-3",7,5,4.53,37.4,13.4,27.7,30.933,7.859,9.980,8.919,8.777,9.223,9.000,3.468,0.368,24.412,3.075,2.613,1.403,2.191,0.741,0.358,2.7629,1.3498,0.5344,11.893,,-0.054,0.780,,0.0723,-0.0308,0.0746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbon and Carbides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tantalcarbide,TaC,Monocarbide,"Rocksalt, Fm-3m",7,1.BA,14.65,621,166.8,155.3,310.533,188.148,193.220,190.684,190.837,190.498,190.667,1.629,0.245,474.856,6.209,4.604,3.608,1.721,0.250,0.269,0.7163,0.1348,0.0595,1.330,,0.354,0.162,,0.0018,-0.0004,0.0060
Niobcarbide,Nb0.865C,Monocarbide,"Rocksalt, Fm-3m",7,1.BA,7.725,566.4,153.1,116.9,266.733,175.477,181.760,178.618,178.796,178.314,178.555,1.493,0.226,438.070,8.084,5.876,4.809,1.681,-,0.270,0.6812,0.1790,0.0787,1.759,,0.349,0.134,,0.0019,-0.0003,0.0065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moissanite (3C),SiC,Monocarbide,"Sphalerite, F-43m",7,1.DA,3.209,399,251,133,221.667,185.255,203.800,194.528,193.332,195.681,194.507,1.140,0.161,451.507,12.243,8.311,7.786,1.573,0.333,0.629,1.8872,0.5005,0.2133,4.767,,-0.062,0.354,,0.0030,-0.0008,0.0040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond,C,Diamond,"Diamond, Fd-3m",7,1.CB,3.51,1077.1,577.1,124.7,442.167,532.010,536.740,534.375,534.194,534.378,534.286,0.827,0.069,1142.766,18.137,11.224,12.339,1.470,0.116,0.536,1.2119,0.0445,0.0198,0.443,,0.008,0.115,,0.0010,-0.0001,0.0017
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitrides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osbornite,TiN,Mononitride,"Rocksalt, Fm-3m",7,1.BC,5.39,625,163,165,318.333,184.498,189.800,187.149,187.323,186.957,187.140,1.701,0.254,469.450,10.264,7.685,5.892,1.742,0.264,0.261,0.7087,0.1437,0.0634,1.417,,0.366,0.167,,0.0018,-0.0004,0.0061
NbN,NbN,Mononitride,"Rocksalt, Fm-3m",7,1,8.43,556,125,152,286.667,147.488,155.800,151.644,152.013,151.212,151.613,1.890,0.275,386.739,7.615,5.831,4.241,,0.273,0.225,0.6188,0.2818,0.1226,2.741,,0.429,0.156,,0.0020,-0.0004,0.0080
VN,VN,Mononitride,"Rocksalt, Fm-3m",7,1,6.11,533,133,135,267.667,153.343,159.400,156.371,156.589,156.101,156.345,1.712,0.256,392.652,8.828,6.619,5.059,,0.253,0.250,0.6683,0.1975,0.0866,1.937,,0.385,0.156,,0.0021,-0.0004,0.0075
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qingsongite,BN,Mononitride,"Sphalerite, F-43m",7,1,3.480,809.8,474.7,178.1,388.667,395.198,411.160,403.179,402.386,403.690,403.038,0.964,0.115,898.763,16.314,10.568,10.764,1.516,0.220,0.586,1.5029,0.2020,0.0885,1.980,,-0.021,0.225,,0.0013,-0.0002,0.0021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c-Si3N4,Si3N4,Complex Nitride,"Spinel, Fd-3m",7,1,-,511,326,174,286.333,237.283,263.000,250.141,248.420,251.804,250.112,1.145,0.162,581.183,,#VALUE!,#VALUE!,1.574,0.341,0.638,1.9347,0.5419,0.2301,5.141,,-0.070,0.364,,0.0024,-0.0006,0.0031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phosphides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP,BP,Monophosphide,"Sphalerite, F-43m",7,1,2.9,315,160,100,171.667,133.852,139.000,136.426,136.243,136.652,136.447,1.258,0.186,323.564,11.042,7.694,6.859,1.610,0.317,0.508,1.4884,0.1923,0.0844,1.887,,0.047,0.303,,0.0037,-0.0009,0.0063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
